gate,item_id,scenario,level,variant_id,image_path,font_size,image_width,image_height,ink_ratio
moderation,mod_parking_03,parking,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_parking_03/A1_opendyslexic.png,40,1400,500,0.06300714285714286
moderation,mod_parking_04,parking,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_parking_04/T3_sans.png,50,1400,376,0.07508738601823708
moderation,mod_parking_04,parking,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_parking_04/A1_opendyslexic.png,40,1400,440,0.060189935064935064
moderation,mod_parking_05,parking,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_parking_05/T3_sans.png,50,1400,435,0.07331034482758621
moderation,mod_parking_05,parking,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_parking_05/A1_opendyslexic.png,40,1400,440,0.06782954545454545
moderation,mod_fantasy_01,fantasy,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_01/T3_sans.png,50,1400,376,0.08346504559270516
moderation,mod_fantasy_01,fantasy,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_01/A1_opendyslexic.png,40,1400,500,0.05796
moderation,mod_fantasy_02,fantasy,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_02/T3_sans.png,50,1400,376,0.08157864741641338
moderation,mod_fantasy_02,fantasy,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_02/A1_opendyslexic.png,40,1400,500,0.05692714285714286
moderation,mod_fantasy_03,fantasy,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_03/T3_sans.png,50,1400,435,0.08479802955665025
moderation,mod_fantasy_03,fantasy,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_03/A1_opendyslexic.png,40,1400,560,0.06054591836734694
moderation,mod_fantasy_04,fantasy,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_04/T3_sans.png,50,1400,376,0.07075987841945289
moderation,mod_fantasy_04,fantasy,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_04/A1_opendyslexic.png,40,1400,440,0.056678571428571425
moderation,mod_fantasy_05,fantasy,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_05/T3_sans.png,50,1400,435,0.07804926108374384
moderation,mod_fantasy_05,fantasy,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_fantasy_05/A1_opendyslexic.png,40,1400,500,0.06317142857142857
moderation,mod_plants_01,plants,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_01/T3_sans.png,50,1400,435,0.07405418719211823
moderation,mod_plants_01,plants,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_01/A1_opendyslexic.png,40,1400,500,0.06023714285714286
moderation,mod_plants_02,plants,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_02/T3_sans.png,50,1400,435,0.07671428571428572
moderation,mod_plants_02,plants,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_02/A1_opendyslexic.png,40,1400,440,0.06977435064935066
moderation,mod_plants_03,plants,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_03/T3_sans.png,50,1400,376,0.07758738601823709
moderation,mod_plants_03,plants,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_03/A1_opendyslexic.png,40,1400,440,0.061204545454545456
moderation,mod_plants_04,plants,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_04/T3_sans.png,50,1400,376,0.0735961246200608
moderation,mod_plants_04,plants,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_04/A1_opendyslexic.png,40,1400,440,0.05893181818181818
moderation,mod_plants_05,plants,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_05/T3_sans.png,50,1400,435,0.07478981937602627
moderation,mod_plants_05,plants,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_plants_05/A1_opendyslexic.png,40,1400,440,0.06869642857142857
moderation,mod_movie_01,movie,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_01/T3_sans.png,50,1400,376,0.07661474164133739
moderation,mod_movie_01,movie,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_01/A1_opendyslexic.png,40,1400,440,0.06118506493506493
moderation,mod_movie_02,movie,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_02/T3_sans.png,50,1400,376,0.07425341945288753
moderation,mod_movie_02,movie,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_02/A1_opendyslexic.png,40,1400,440,0.05877597402597402
moderation,mod_movie_03,movie,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_03/T3_sans.png,50,1400,435,0.07476354679802956
moderation,mod_movie_03,movie,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_03/A1_opendyslexic.png,40,1400,500,0.05972
moderation,mod_movie_04,movie,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_04/T3_sans.png,50,1400,376,0.0757370820668693
moderation,mod_movie_04,movie,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_04/A1_opendyslexic.png,40,1400,440,0.059775974025974024
moderation,mod_movie_05,movie,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_05/T3_sans.png,50,1400,435,0.07830541871921182
moderation,mod_movie_05,movie,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_movie_05/A1_opendyslexic.png,40,1400,500,0.06260285714285714
moderation,mod_framework_01,framework,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_01/T3_sans.png,50,1400,435,0.07613793103448276
moderation,mod_framework_01,framework,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_01/A1_opendyslexic.png,40,1400,500,0.06128857142857143
moderation,mod_framework_02,framework,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_02/T3_sans.png,50,1400,376,0.08420782674772037
moderation,mod_framework_02,framework,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_02/A1_opendyslexic.png,40,1400,500,0.05873285714285714
moderation,mod_framework_03,framework,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_03/T3_sans.png,50,1400,376,0.07637537993920973
moderation,mod_framework_03,framework,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_03/A1_opendyslexic.png,40,1400,500,0.05352571428571429
moderation,mod_framework_04,framework,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_04/T3_sans.png,50,1400,435,0.0794663382594417
moderation,mod_framework_04,framework,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_04/A1_opendyslexic.png,40,1400,560,0.05713265306122449
moderation,mod_framework_05,framework,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_05/T3_sans.png,50,1400,435,0.07664203612479474
moderation,mod_framework_05,framework,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_framework_05/A1_opendyslexic.png,40,1400,500,0.06165142857142857
moderation,mod_gym_01,gym,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_01/T3_sans.png,50,1400,376,0.08423442249240122
moderation,mod_gym_01,gym,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_01/A1_opendyslexic.png,40,1400,440,0.067
moderation,mod_gym_02,gym,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_02/T3_sans.png,50,1400,376,0.07139437689969605
moderation,mod_gym_02,gym,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_02/A1_opendyslexic.png,40,1400,380,0.06654887218045112
moderation,mod_gym_03,gym,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_03/T3_sans.png,50,1400,376,0.07750379939209727
moderation,mod_gym_03,gym,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_03/A1_opendyslexic.png,40,1400,440,0.061832792207792205
moderation,mod_gym_04,gym,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_04/T3_sans.png,50,1400,376,0.07779445288753799
moderation,mod_gym_04,gym,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_04/A1_opendyslexic.png,40,1400,440,0.061988636363636364
moderation,mod_gym_05,gym,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_05/T3_sans.png,50,1400,435,0.08034154351395731
moderation,mod_gym_05,gym,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_gym_05/A1_opendyslexic.png,40,1400,500,0.06466285714285715
moderation,mod_restaurant_01,restaurant,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_01/T3_sans.png,50,1400,376,0.0786493161094225
moderation,mod_restaurant_01,restaurant,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_01/A1_opendyslexic.png,40,1400,440,0.06224188311688312
moderation,mod_restaurant_02,restaurant,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_02/T3_sans.png,50,1400,376,0.06952697568389057
moderation,mod_restaurant_02,restaurant,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_02/A1_opendyslexic.png,40,1400,440,0.05512662337662338
moderation,mod_restaurant_03,restaurant,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_03/T3_sans.png,50,1400,376,0.0706306990881459
moderation,mod_restaurant_03,restaurant,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_03/A1_opendyslexic.png,40,1400,440,0.05619155844155844
moderation,mod_restaurant_04,restaurant,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_04/T3_sans.png,50,1400,376,0.07022606382978723
moderation,mod_restaurant_04,restaurant,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_04/A1_opendyslexic.png,40,1400,440,0.055443181818181815
moderation,mod_restaurant_05,restaurant,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_05/T3_sans.png,50,1400,376,0.08262537993920972
moderation,mod_restaurant_05,restaurant,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_restaurant_05/A1_opendyslexic.png,40,1400,440,0.06564123376623376
moderation,mod_boardgame_01,boardgame,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_01/T3_sans.png,50,1400,435,0.07980623973727421
moderation,mod_boardgame_01,boardgame,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_01/A1_opendyslexic.png,40,1400,500,0.06416714285714285
moderation,mod_boardgame_02,boardgame,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_02/T3_sans.png,50,1400,376,0.07644946808510639
moderation,mod_boardgame_02,boardgame,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_02/A1_opendyslexic.png,40,1400,440,0.06124512987012987
moderation,mod_boardgame_03,boardgame,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_03/T3_sans.png,50,1400,376,0.07734042553191489
moderation,mod_boardgame_03,boardgame,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_03/A1_opendyslexic.png,40,1400,440,0.06185551948051948
moderation,mod_boardgame_04,boardgame,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_04/T3_sans.png,50,1400,435,0.07606732348111658
moderation,mod_boardgame_04,boardgame,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_04/A1_opendyslexic.png,40,1400,500,0.06165
moderation,mod_boardgame_05,boardgame,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_05/T3_sans.png,50,1400,435,0.0730968801313629
moderation,mod_boardgame_05,boardgame,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_boardgame_05/A1_opendyslexic.png,40,1400,440,0.06795454545454545
moderation,mod_car_01,car,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_01/T3_sans.png,50,1400,435,0.0706551724137931
moderation,mod_car_01,car,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_01/A1_opendyslexic.png,40,1400,440,0.06525487012987014
moderation,mod_car_02,car,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_02/T3_sans.png,50,1400,376,0.07853533434650456
moderation,mod_car_02,car,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_02/A1_opendyslexic.png,40,1400,440,0.06222402597402597
moderation,mod_car_03,car,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_03/T3_sans.png,50,1400,435,0.07257142857142856
moderation,mod_car_03,car,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_03/A1_opendyslexic.png,40,1400,440,0.0666737012987013
moderation,mod_car_04,car,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_04/T3_sans.png,50,1400,376,0.07102773556231003
moderation,mod_car_04,car,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_04/A1_opendyslexic.png,40,1400,440,0.057053571428571426
moderation,mod_car_05,car,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_05/T3_sans.png,50,1400,435,0.07204433497536945
moderation,mod_car_05,car,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_car_05/A1_opendyslexic.png,40,1400,440,0.06630032467532468
moderation,mod_bookclub_01,bookclub,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_01/T3_sans.png,50,1400,435,0.07653858784893268
moderation,mod_bookclub_01,bookclub,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_01/A1_opendyslexic.png,40,1400,500,0.06188
moderation,mod_bookclub_02,bookclub,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_02/T3_sans.png,50,1400,376,0.08376329787234042
moderation,mod_bookclub_02,bookclub,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_02/A1_opendyslexic.png,40,1400,440,0.06570941558441558
moderation,mod_bookclub_03,bookclub,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_03/T3_sans.png,50,1400,376,0.07613601823708206
moderation,mod_bookclub_03,bookclub,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_03/A1_opendyslexic.png,40,1400,440,0.060571428571428575
moderation,mod_bookclub_04,bookclub,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_04/T3_sans.png,50,1400,376,0.074834726443769
moderation,mod_bookclub_04,bookclub,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_04/A1_opendyslexic.png,40,1400,440,0.05984902597402597
moderation,mod_bookclub_05,bookclub,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_05/T3_sans.png,50,1400,435,0.07377668308702791
moderation,mod_bookclub_05,bookclub,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_bookclub_05/A1_opendyslexic.png,40,1400,440,0.06783441558441558
moderation,mod_knitting_01,knitting,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_01/T3_sans.png,50,1400,494,0.08859745517640255
moderation,mod_knitting_01,knitting,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_01/A1_opendyslexic.png,40,1400,560,0.07146811224489796
moderation,mod_knitting_02,knitting,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_02/T3_sans.png,50,1400,376,0.07430851063829787
moderation,mod_knitting_02,knitting,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_02/A1_opendyslexic.png,40,1400,440,0.05998538961038961
moderation,mod_knitting_03,knitting,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_03/T3_sans.png,50,1400,376,0.08225303951367781
moderation,mod_knitting_03,knitting,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_03/A1_opendyslexic.png,40,1400,440,0.06554058441558441
moderation,mod_knitting_04,knitting,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_04/T3_sans.png,50,1400,376,0.07781155015197569
moderation,mod_knitting_04,knitting,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_04/A1_opendyslexic.png,40,1400,440,0.061761363636363635
moderation,mod_knitting_05,knitting,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_05/T3_sans.png,50,1400,435,0.0805944170771757
moderation,mod_knitting_05,knitting,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_knitting_05/A1_opendyslexic.png,40,1400,500,0.06531142857142858
moderation,mod_coffee_01,coffee,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_01/T3_sans.png,50,1400,435,0.08782594417077176
moderation,mod_coffee_01,coffee,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_01/A1_opendyslexic.png,40,1400,500,0.07012714285714286
moderation,mod_coffee_02,coffee,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_02/T3_sans.png,50,1400,376,0.0713620820668693
moderation,mod_coffee_02,coffee,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_02/A1_opendyslexic.png,40,1400,380,0.06548684210526316
moderation,mod_coffee_03,coffee,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_03/T3_sans.png,50,1400,435,0.08049261083743843
moderation,mod_coffee_03,coffee,3,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_03/A1_opendyslexic.png,40,1400,500,0.06404571428571429
moderation,mod_coffee_04,coffee,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_04/T3_sans.png,50,1400,435,0.07715435139573071
moderation,mod_coffee_04,coffee,4,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_04/A1_opendyslexic.png,40,1400,500,0.061892857142857145
moderation,mod_coffee_05,coffee,5,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_05/T3_sans.png,50,1400,435,0.07579967159277504
moderation,mod_coffee_05,coffee,5,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_coffee_05/A1_opendyslexic.png,40,1400,500,0.06120142857142857
moderation,mod_aquarium_01,aquarium,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_aquarium_01/T3_sans.png,50,1400,376,0.0855604103343465
moderation,mod_aquarium_01,aquarium,1,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_aquarium_01/A1_opendyslexic.png,40,1400,500,0.05960857142857143
moderation,mod_aquarium_02,aquarium,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_aquarium_02/T3_sans.png,50,1400,435,0.08263382594417078
moderation,mod_aquarium_02,aquarium,2,A1_opendyslexic,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_aquarium_02/A1_opendyslexic.png,40,1400,560,0.058755102040816326
