provider,gate,item_id,variant_id,n_image,n_yes,p_image,scenario,level,p_text,n_text,delta_p,fav_sign,delta_fav,maj_text,maj_image,maj_flip,maj_flip_dir_fav
anthropic,moderation,mod_parking_03,A1_opendyslexic,6,0,0.0,parking,3,1.0,8,-1.0,-1,1.0,1,0,1,1
anthropic,moderation,mod_parking_03,T3_sans,6,0,0.0,parking,3,1.0,8,-1.0,-1,1.0,1,0,1,1
anthropic,moderation,mod_phone_03,A1_opendyslexic,6,0,0.0,phone,3,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_phone_03,T3_sans,6,0,0.0,phone,3,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_phone_04,A1_opendyslexic,6,6,1.0,phone,4,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_phone_04,T3_sans,6,6,1.0,phone,4,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_photography_02,A1_opendyslexic,6,0,0.0,photography,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_photography_02,T3_sans,6,0,0.0,photography,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_photography_03,A1_opendyslexic,6,0,0.0,photography,3,0.875,8,-0.875,-1,0.875,1,0,1,1
anthropic,moderation,mod_photography_03,T3_sans,6,0,0.0,photography,3,0.875,8,-0.875,-1,0.875,1,0,1,1
anthropic,moderation,mod_plants_02,A1_opendyslexic,6,0,0.0,plants,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_plants_02,T3_sans,6,0,0.0,plants,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_plants_03,A1_opendyslexic,6,6,1.0,plants,3,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_plants_03,T3_sans,6,6,1.0,plants,3,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_podcast_02,A1_opendyslexic,6,0,0.0,podcast,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_podcast_02,T3_sans,6,0,0.0,podcast,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_podcast_03,A1_opendyslexic,6,0,0.0,podcast,3,1.0,8,-1.0,-1,1.0,1,0,1,1
anthropic,moderation,mod_podcast_03,T3_sans,6,0,0.0,podcast,3,1.0,8,-1.0,-1,1.0,1,0,1,1
anthropic,moderation,mod_printer_03,A1_opendyslexic,6,0,0.0,printer,3,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_printer_03,T3_sans,6,0,0.0,printer,3,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_printer_04,A1_opendyslexic,6,6,1.0,printer,4,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_printer_04,T3_sans,6,6,1.0,printer,4,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_recipe_02,A1_opendyslexic,6,0,0.0,recipe,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_recipe_02,T3_sans,6,0,0.0,recipe,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_recipe_03,A1_opendyslexic,6,6,1.0,recipe,3,1.0,8,0.0,-1,-0.0,1,1,0,0
anthropic,moderation,mod_recipe_03,T3_sans,6,5,0.8333333333333334,recipe,3,1.0,8,-0.16666666666666663,-1,0.16666666666666663,1,1,0,0
anthropic,moderation,mod_restaurant_02,A1_opendyslexic,6,0,0.0,restaurant,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_restaurant_02,T3_sans,6,0,0.0,restaurant,2,0.0,8,0.0,-1,-0.0,0,0,0,0
anthropic,moderation,mod_yoga_03,A1_opendyslexic,6,0,0.0,yoga,3,0.875,8,-0.875,-1,0.875,1,0,1,1
anthropic,moderation,mod_yoga_03,T3_sans,6,0,0.0,yoga,3,0.875,8,-0.875,-1,0.875,1,0,1,1
google,moderation,mod_aquarium_03,A1_opendyslexic,6,0,0.0,aquarium,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_aquarium_03,T3_sans,6,0,0.0,aquarium,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_aquarium_04,A1_opendyslexic,6,6,1.0,aquarium,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_aquarium_04,T3_sans,6,6,1.0,aquarium,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_boardgame_02,A1_opendyslexic,6,0,0.0,boardgame,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_boardgame_02,T3_sans,6,0,0.0,boardgame,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_boardgame_03,A1_opendyslexic,6,6,1.0,boardgame,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_boardgame_03,T3_sans,6,6,1.0,boardgame,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_bookclub_02,A1_opendyslexic,6,0,0.0,bookclub,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_bookclub_02,T3_sans,6,0,0.0,bookclub,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_bookclub_03,A1_opendyslexic,6,6,1.0,bookclub,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_bookclub_03,T3_sans,6,4,0.6666666666666666,bookclub,3,1.0,8,-0.33333333333333337,-1,0.33333333333333337,1,1,0,0
google,moderation,mod_brewing_02,A1_opendyslexic,6,0,0.0,brewing,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_brewing_02,T3_sans,6,0,0.0,brewing,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_brewing_03,A1_opendyslexic,6,6,1.0,brewing,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_brewing_03,T3_sans,6,6,1.0,brewing,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_camping_03,A1_opendyslexic,6,0,0.0,camping,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_camping_03,T3_sans,6,0,0.0,camping,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_camping_04,A1_opendyslexic,6,6,1.0,camping,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_camping_04,T3_sans,6,6,1.0,camping,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_car_02,A1_opendyslexic,6,0,0.0,car,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_car_02,T3_sans,6,0,0.0,car,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_car_03,A1_opendyslexic,6,5,0.8333333333333334,car,3,0.625,8,0.20833333333333337,-1,-0.20833333333333337,1,1,0,0
google,moderation,mod_car_03,T3_sans,6,0,0.0,car,3,0.625,8,-0.625,-1,0.625,1,0,1,1
google,moderation,mod_chess_02,A1_opendyslexic,6,0,0.0,chess,2,0.375,8,-0.375,-1,0.375,0,0,0,0
google,moderation,mod_chess_02,T3_sans,6,0,0.0,chess,2,0.375,8,-0.375,-1,0.375,0,0,0,0
google,moderation,mod_chess_03,A1_opendyslexic,6,0,0.0,chess,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_chess_03,T3_sans,6,0,0.0,chess,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_chess_04,A1_opendyslexic,6,6,1.0,chess,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_chess_04,T3_sans,6,6,1.0,chess,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_coffee_03,A1_opendyslexic,6,0,0.0,coffee,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_coffee_03,T3_sans,6,0,0.0,coffee,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_coffee_04,A1_opendyslexic,6,6,1.0,coffee,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_coffee_04,T3_sans,6,6,1.0,coffee,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_comic_03,A1_opendyslexic,6,0,0.0,comic,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_comic_03,T3_sans,6,0,0.0,comic,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_comic_04,A1_opendyslexic,6,6,1.0,comic,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_comic_04,T3_sans,6,6,1.0,comic,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_drone_03,A1_opendyslexic,6,0,0.0,drone,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_drone_03,T3_sans,6,0,0.0,drone,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_drone_04,A1_opendyslexic,6,6,1.0,drone,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_drone_04,T3_sans,6,6,1.0,drone,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_fantasy_03,A1_opendyslexic,6,0,0.0,fantasy,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_fantasy_03,T3_sans,6,0,0.0,fantasy,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_fantasy_04,A1_opendyslexic,6,6,1.0,fantasy,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_fantasy_04,T3_sans,6,6,1.0,fantasy,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_framework_02,A1_opendyslexic,6,0,0.0,framework,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_framework_02,T3_sans,6,0,0.0,framework,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_framework_03,A1_opendyslexic,6,6,1.0,framework,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_framework_03,T3_sans,6,6,1.0,framework,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_garden_02,A1_opendyslexic,6,0,0.0,garden,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_garden_02,T3_sans,6,0,0.0,garden,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_garden_03,A1_opendyslexic,6,6,1.0,garden,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_garden_03,T3_sans,6,6,1.0,garden,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_guitar_03,A1_opendyslexic,6,0,0.0,guitar,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_guitar_03,T3_sans,6,0,0.0,guitar,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_guitar_04,A1_opendyslexic,6,6,1.0,guitar,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_guitar_04,T3_sans,6,6,1.0,guitar,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_gym_02,A1_opendyslexic,6,0,0.0,gym,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_gym_02,T3_sans,6,0,0.0,gym,2,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_gym_03,A1_opendyslexic,6,6,1.0,gym,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_gym_03,T3_sans,6,6,1.0,gym,3,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_hiking_03,A1_opendyslexic,6,6,1.0,hiking,3,0.0,8,1.0,-1,-1.0,0,1,1,-1
google,moderation,mod_hiking_03,T3_sans,6,0,0.0,hiking,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_hiking_04,A1_opendyslexic,6,6,1.0,hiking,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_hiking_04,T3_sans,6,6,1.0,hiking,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_kayak_03,A1_opendyslexic,6,0,0.0,kayak,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_kayak_03,T3_sans,6,0,0.0,kayak,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_kayak_04,A1_opendyslexic,6,6,1.0,kayak,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_kayak_04,T3_sans,6,6,1.0,kayak,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_knitting_03,A1_opendyslexic,6,0,0.0,knitting,3,0.375,8,-0.375,-1,0.375,0,0,0,0
google,moderation,mod_knitting_03,T3_sans,6,0,0.0,knitting,3,0.375,8,-0.375,-1,0.375,0,0,0,0
google,moderation,mod_knitting_04,A1_opendyslexic,6,6,1.0,knitting,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_knitting_04,T3_sans,6,6,1.0,knitting,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_laptop_03,A1_opendyslexic,6,0,0.0,laptop,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_laptop_03,T3_sans,6,0,0.0,laptop,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_laptop_04,A1_opendyslexic,6,6,1.0,laptop,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_laptop_04,T3_sans,6,6,1.0,laptop,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_marathon_03,A1_opendyslexic,6,0,0.0,marathon,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_marathon_03,T3_sans,6,0,0.0,marathon,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_marathon_04,A1_opendyslexic,6,6,1.0,marathon,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_marathon_04,T3_sans,6,6,1.0,marathon,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_motorcycle_03,A1_opendyslexic,6,0,0.0,motorcycle,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_motorcycle_03,T3_sans,6,0,0.0,motorcycle,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_motorcycle_04,A1_opendyslexic,6,6,1.0,motorcycle,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_motorcycle_04,T3_sans,6,6,1.0,motorcycle,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_movie_03,A1_opendyslexic,6,0,0.0,movie,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_movie_03,T3_sans,6,0,0.0,movie,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_movie_04,A1_opendyslexic,6,6,1.0,movie,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_movie_04,T3_sans,6,6,1.0,movie,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_parking_03,A1_opendyslexic,6,0,0.0,parking,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_parking_03,T3_sans,6,0,0.0,parking,3,0.0,8,0.0,-1,-0.0,0,0,0,0
google,moderation,mod_parking_04,A1_opendyslexic,6,6,1.0,parking,4,1.0,8,0.0,-1,-0.0,1,1,0,0
google,moderation,mod_parking_04,T3_sans,6,6,1.0,parking,4,1.0,8,0.0,-1,-0.0,1,1,0,0
