provider,gate,item_id,p_ref,p_acc,delta_p,fav_sign,delta_fav
google,resume,res_acct_03,0.0,0.0,0.0,1,0.0
google,resume,res_acct_04,1.0,1.0,0.0,1,0.0
google,resume,res_acct_05,1.0,1.0,0.0,1,0.0
google,resume,res_acct_06,1.0,1.0,0.0,1,0.0
google,resume,res_data_01,0.0,0.0,0.0,1,0.0
google,resume,res_data_02,0.0,0.0,0.0,1,0.0
google,resume,res_data_03,1.0,1.0,0.0,1,0.0
google,resume,res_data_04,1.0,1.0,0.0,1,0.0
google,resume,res_fed_02,0.0,0.0,0.0,1,0.0
google,resume,res_fed_03,1.0,1.0,0.0,1,0.0
google,resume,res_fed_04,1.0,1.0,0.0,1,0.0
google,resume,res_fed_05,1.0,1.0,0.0,1,0.0
google,resume,res_mkt_01,0.0,0.0,0.0,1,0.0
google,resume,res_mkt_02,0.0,0.0,0.0,1,0.0
google,resume,res_mkt_03,1.0,1.0,0.0,1,0.0
google,resume,res_sup_03,0.8333333333333334,0.5,-0.33333333333333337,1,-0.33333333333333337
google,resume,res_sup_04,0.3333333333333333,1.0,0.6666666666666667,1,0.6666666666666667
google,resume,res_sup_05,1.0,1.0,0.0,1,0.0
google,resume,res_wh_03,0.6666666666666666,0.3333333333333333,-0.3333333333333333,1,-0.3333333333333333
google,resume,res_wh_04,1.0,1.0,0.0,1,0.0
openai,appeal,app_car_03,0.0,0.0,0.0,1,0.0
openai,appeal,app_car_04,1.0,1.0,0.0,1,0.0
openai,appeal,app_dental_03,0.0,0.0,0.0,1,0.0
openai,appeal,app_dental_04,1.0,1.0,0.0,1,0.0
openai,appeal,app_deposit_02,0.0,0.0,0.0,1,0.0
openai,appeal,app_deposit_03,1.0,1.0,0.0,1,0.0
openai,appeal,app_electric_02,0.0,0.0,0.0,1,0.0
openai,appeal,app_electric_03,1.0,1.0,0.0,1,0.0
openai,appeal,app_er_03,0.16666666666666666,0.16666666666666666,0.0,1,0.0
openai,appeal,app_er_04,1.0,1.0,0.0,1,0.0
openai,appeal,app_groceries_02,0.0,0.0,0.0,1,0.0
openai,appeal,app_groceries_03,1.0,1.0,0.0,1,0.0
openai,appeal,app_heating_03,0.0,0.0,0.0,1,0.0
openai,appeal,app_heating_04,1.0,1.0,0.0,1,0.0
openai,appeal,app_payroll_02,0.0,0.0,0.0,1,0.0
openai,appeal,app_payroll_03,1.0,1.0,0.0,1,0.0
openai,appeal,app_plumbing_03,0.0,0.0,0.0,1,0.0
openai,appeal,app_plumbing_04,1.0,1.0,0.0,1,0.0
openai,appeal,app_prescription_02,0.0,0.0,0.0,1,0.0
openai,appeal,app_prescription_03,1.0,1.0,0.0,1,0.0
openai,moderation,mod_boardgame_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_boardgame_03,1.0,1.0,0.0,-1,-0.0
openai,moderation,mod_bookclub_02,0.16666666666666666,0.5,0.33333333333333337,-1,-0.33333333333333337
openai,moderation,mod_bookclub_03,1.0,1.0,0.0,-1,-0.0
openai,moderation,mod_car_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_car_03,1.0,1.0,0.0,-1,-0.0
openai,moderation,mod_fantasy_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_fantasy_03,0.3333333333333333,0.6666666666666666,0.3333333333333333,-1,-0.3333333333333333
openai,moderation,mod_framework_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_framework_03,1.0,1.0,0.0,-1,-0.0
openai,moderation,mod_gym_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_gym_03,1.0,1.0,0.0,-1,-0.0
openai,moderation,mod_movie_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_movie_03,0.3333333333333333,0.16666666666666666,-0.16666666666666666,-1,0.16666666666666666
openai,moderation,mod_parking_02,0.0,0.16666666666666666,0.16666666666666666,-1,-0.16666666666666666
openai,moderation,mod_parking_03,1.0,1.0,0.0,-1,-0.0
openai,moderation,mod_phone_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_phone_03,1.0,0.0,-1.0,-1,1.0
openai,moderation,mod_plants_02,0.0,0.0,0.0,-1,-0.0
openai,moderation,mod_plants_03,1.0,1.0,0.0,-1,-0.0
openai,resume,res_acct_02,0.0,0.0,0.0,1,0.0
openai,resume,res_acct_03,0.0,0.0,0.0,1,0.0
openai,resume,res_acct_04,1.0,1.0,0.0,1,0.0
openai,resume,res_acct_05,1.0,1.0,0.0,1,0.0
openai,resume,res_data_01,0.0,0.0,0.0,1,0.0
openai,resume,res_data_02,0.0,0.0,0.0,1,0.0
openai,resume,res_data_03,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,0.3333333333333333
openai,resume,res_data_04,1.0,1.0,0.0,1,0.0
openai,resume,res_fed_02,0.0,0.0,0.0,1,0.0
openai,resume,res_fed_03,0.0,0.0,0.0,1,0.0
openai,resume,res_fed_04,1.0,1.0,0.0,1,0.0
openai,resume,res_fed_05,1.0,1.0,0.0,1,0.0
openai,resume,res_mkt_02,0.0,0.0,0.0,1,0.0
openai,resume,res_mkt_03,0.0,0.0,0.0,1,0.0
openai,resume,res_mkt_04,1.0,1.0,0.0,1,0.0
openai,resume,res_mkt_05,1.0,1.0,0.0,1,0.0
openai,resume,res_sup_03,0.0,0.0,0.0,1,0.0
openai,resume,res_sup_04,0.8333333333333334,0.6666666666666666,-0.16666666666666674,1,-0.16666666666666674
openai,resume,res_wh_03,0.0,0.0,0.0,1,0.0
openai,resume,res_wh_04,0.5,0.6666666666666666,0.16666666666666663,1,0.16666666666666663
